Gene,Anastrozole,Abiraterone,Bexarotene,Metformin,Dexamethasone,Cigarette smoke,Harman,Plx4032,Atorvastatin,Vemurafenib,Trastuzumab,Gatifloxacin,"2,3,7,8-tetrachlorodibenzo-p-dioxin",Formoterol,Ubiquinol,Temozolomide,Hodgkin lymphoma,Pimecrolimus,Chlorpyrifos,Letrozole,Tibolone,Diclofenac,Cadmium,Colchicine,Propofol,Sevoflurane,Nsc319726,Nvp-tnks656,Gefitinib,Estradiol,"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)",Mercury,Chromium,Metoprolol,Imatinib,Doxorubicin,Apratoxin a,Hydroxyzine,Ribavirin,Sorafenib,Argyrin a,Lysophosphatidic acid,Adenosine triphosphate,Torcetrapib,Nickel,Deferasirox,Alfacalcidol,Plx4720,Fluorouracil,Epz004777,Chlorambucil,Thapsigargin,Bpde,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",Phenol,Nilotinib,Quercetin,Imatinib (glivec),Luteolin,Nitric oxide,Phorbol 12-myristate 13-acetate (pma),Bortezomib,"3,3',4,4'-tetrachlorobiphenyl",Foretinib,Neocarzinostatin,R1881,Mk-886,Fenretinide,Telapristone acetate,Testosterone,Curcumin,Cediranib,Vx,"Puromycin, 2xec50, 3 d",Mek inhibitor (meki : azd6244),"Puromycin, ec50, 3 d",Triiodothyronine-[13c6] hydrochloride (t3 thyronine),Sapphyrin pci-2050 (2.5 &icirc;&frac14;m),"1,25 dihydroxyvitamin d",Paclitaxel,Isotretinoin,Folic acid,"2,3-dimethoxy-1,4-naphtoquinone (dmnq)",Mesalazine,Levofloxacin,Heregulin,Lmp-420,Mycophenolic acid,Lipopolysaccharide,Ethanol,Azathioprine,Fluticasone,Aplidin,Celecoxib,Resveratrol,4-hydroxytamoxifen,Cholestyramine,Actinomycin d,Grepafloxacin,Cocaine,Citalopram,"1,2,4-benzenetriol",Bisphenol a,Aminolevulinic acid,Calcitriol,Sirolimus,Sb 216763,Cyfluthrin,Dasatinib,Androstanolone,Carboplatin,Sapphyrin pci-2050 (1.25 &icirc;&frac14;m),Carboplatin (30 h),Carboplatin (24 h),Carboplatin (36 h),Methylphenidate,Laminin,Vanadium pentoxide,Cytarabine,"Puromycin, 2xec50, 1d","Puromycin, ec50, 5 d","Puromycin, ec50, 1 d",Hydrocortisone,Hypochlorous acid,Decitabine,Y15,Azacitidine,Methotrexate,Zinc acetate,Arsenic,"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)",Cisplatin,Insulin,Motexafin gadolinium (4 h),Arachidonic acid,Promegestone,Doxycycline,Fgfr-specific pd173074 inhibitor,Antimony,Mln4924,Sangivamycin (nsc 65346),Gamma-tocotrienol,Pioglitazone,Tretinoin,Cycloheximide,Ciprofloxacin,Motexafin gadolinium,Nicotine,Sulforaphane
ATP6V0C,4018.03,171.91,6767.58,42278.75,478.1,20831.26,1980.63,4742.66,248.63,4339.82,818.98,1191.8,7322.78,1951.8,14779.58,16967.04,671.58,409.9,259.62,22165.05,797.49,11236.62,465220.2,3492.15,18027.46,32542.24,10066.3,208.31,551219.13,265.67,126648.77,510254.8,298971.74,2134.69,5075.62,14460.76,689.47,141182.38,28455.78,4005.09,2089.48,78947.26,3526.85,739.64,247022.9,2069.82,4258.15,4484.14,50659.1,144.66,93790.43,125.27,23594.57,3790.88,206232.17,4971.47,4626.83,4233.19,3604.58,193317.54,329.78,7673.5,57406.4,1291.24,481.48,251.84,345.63,206.92,495.28,266.69,154575.99,3571.6,7043.35,30790.41,6950.33,30959.2,655.26,21079.03,22435.77,3500.8,974.93,3467.94,124218.85,56353.73,8676.83,72873.96,696.32,125133.23,7238.23,177934.9,6047.22,115.27,648.62,4289.89,4019.7,193.83,11249.88,1214.09,1674.87,22190.4,1782.52,64157.01,87798.79,115845.55,36.98,540.04,13640.16,268.12,3793.6,669.13,65406.33,21645.99,11235.82,11204.12,11204.12,24971.42,4664.76,249970.44,36268.72,30790.31,58939.8,35104.36,1752.14,202451.25,21004.43,125.65,32571.88,1761.42,70943.55,272686.22,1502243.21,196906.54,43933.65,43656.96,27408.0,2959.56,2867.83,20029.98,334891.77,3131.28,7723.75,1358.51,9515.3,3140.35,7274.64,13002.07,43128.74,3153.92,73099.33
PRG4,8628.82,835.19,8796.73,33140.46,541.55,53197.77,4331.24,6251.02,476.18,5861.34,4198.1,2610.41,15977.14,14627.88,48730.85,55274.88,1674.2,415.61,1981.94,54337.22,949.96,7951.41,570405.68,2892.35,87445.79,39328.95,18741.87,197.72,540170.35,417.82,136327.53,637468.73,399675.43,5174.82,6315.0,38387.63,1326.24,252349.42,47357.49,6297.22,7641.53,109847.37,10606.92,1078.02,323444.98,6330.79,4576.84,5438.88,87095.59,4169.8,115057.46,134.49,63144.2,47080.54,307224.62,5487.86,11092.99,5650.38,13262.35,209647.84,315.93,6370.15,169057.85,4875.08,3023.55,558.56,2921.23,9958.87,586.35,286.08,291506.02,6063.49,6620.52,59573.76,6523.53,59738.19,663.79,44850.67,21961.23,4280.58,924.63,18982.95,133961.11,85635.48,11768.92,111978.03,2653.79,315011.21,9214.71,162580.57,15413.67,303.58,867.06,12693.22,6098.67,404.1,27289.26,1345.27,2103.06,28523.12,13828.36,55934.25,125734.38,100829.15,175.49,911.43,14870.14,2443.0,6239.9,635.88,36728.05,45402.14,21259.86,21229.01,21229.01,49128.38,15493.26,241145.94,78313.72,59573.66,87075.48,63778.56,7591.48,194966.61,46302.17,359.26,75239.93,4231.79,145898.33,324973.93,1483360.39,237222.47,76195.34,55620.02,28998.31,16602.23,3311.53,21138.35,450477.91,5682.88,16159.84,3356.43,12354.59,3159.96,15557.45,14334.15,55107.11,5607.76,82488.82
CYR61,3948.27,190.98,6877.36,23949.74,493.69,26949.68,1415.04,5326.82,208.27,4943.87,941.75,1075.34,3267.41,1990.68,13577.57,18725.65,693.87,420.96,158.16,20380.97,835.49,8579.07,445946.64,2721.32,18982.95,24236.41,10984.85,214.14,555562.25,270.22,107758.71,495031.8,279464.68,1883.12,6409.14,17024.19,679.41,169275.69,23884.49,4505.56,1616.79,90637.28,4158.78,769.82,215064.12,2257.41,4405.92,4795.72,40104.61,155.53,93288.93,135.02,29357.94,4161.26,205851.56,4739.11,4980.43,5575.23,4917.12,143271.26,337.18,5725.06,86938.19,938.21,616.96,267.59,399.81,195.47,472.21,285.82,188667.81,4176.31,5382.98,32777.94,7202.28,32949.07,662.18,21074.02,22939.67,2613.54,964.59,4471.7,105299.11,47447.32,5721.98,75905.93,753.01,181345.57,6723.18,127522.77,5594.21,92.5,666.42,4377.09,4186.7,197.88,11609.54,1222.52,1748.38,17896.93,1561.46,54499.47,93442.05,79993.24,51.06,585.93,12442.89,338.96,4695.56,665.4,39034.89,21648.34,10034.9,10002.78,10002.78,23699.79,5734.39,201501.55,37944.43,32777.84,61300.4,37148.14,2044.19,147362.01,20248.02,160.68,33955.45,1482.07,89105.04,219722.18,1508732.65,186110.89,50438.63,38673.24,20368.18,2997.2,2794.34,17164.08,310673.12,3269.07,7207.12,1540.05,6333.1,3188.06,6842.04,9374.48,38138.67,2220.8,55663.25
ADAMTS1,5783.54,748.1,8673.41,23758.87,492.85,41282.08,3713.33,5869.06,173.65,5473.93,4451.35,1521.64,11042.68,13518.36,36246.99,40440.35,1350.26,389.05,1062.08,36417.37,879.95,3036.58,540083.27,1840.02,69671.87,26212.34,15059.18,138.63,529482.94,274.62,124102.8,603595.95,370485.41,3705.33,6347.69,26557.57,1196.21,240132.74,29414.96,5730.19,7831.16,106800.1,8932.14,822.14,297894.01,3786.92,4015.79,5199.34,56559.4,6470.44,103829.18,98.39,49489.94,39025.95,291959.98,5245.28,12630.93,5801.34,14317.08,179800.95,253.08,4188.62,154263.49,3435.07,1544.26,372.34,2650.88,10359.7,613.49,270.18,236151.5,5832.88,3036.91,49748.74,6002.79,49907.71,608.04,30234.27,21135.39,2820.74,777.07,16234.99,121815.43,60383.66,6820.34,93324.13,1597.68,305290.7,8475.06,139787.6,14664.94,153.29,287.91,9030.66,5163.67,175.36,21188.06,1163.14,542.84,19682.41,12580.57,55560.87,147937.79,73441.93,91.7,689.43,10254.54,2499.46,6359.14,611.21,17686.23,30768.1,15641.1,15611.3,15611.3,32184.13,9674.58,208768.55,59060.46,49748.64,76451.54,53812.17,7478.4,170329.94,32679.84,174.19,55497.8,2780.98,128637.65,282573.36,1454413.44,205884.97,64496.29,47855.64,24007.12,18700.88,2889.0,16285.47,415212.59,3625.16,9195.56,3189.0,8678.49,2998.36,9612.88,9346.65,47358.82,4201.1,66922.61
GPX3,6240.95,747.3,8977.33,27532.46,578.19,37608.06,3276.45,5847.26,373.78,5390.87,2987.0,1885.72,8263.21,9943.92,25905.19,35819.3,1298.82,445.77,763.54,32441.83,1057.11,8740.46,489445.45,2370.03,44528.32,29974.85,12000.35,229.39,578973.68,319.95,87768.01,478229.17,321626.71,3734.89,6453.59,24467.71,1224.87,185174.66,28332.11,6679.27,3855.38,78821.39,5531.69,917.0,251208.65,3690.76,4560.79,5473.88,52724.59,3349.74,72393.12,138.39,41798.72,22515.98,245454.01,5172.34,8885.43,5600.76,9186.61,166081.73,359.03,6784.81,127824.99,3310.49,1341.38,478.85,2335.9,7805.2,700.32,335.13,180932.84,5782.19,5509.59,37214.67,6482.68,37395.14,706.04,27005.16,23795.56,2903.73,998.91,12017.71,85176.08,58840.83,6377.38,95023.53,1474.41,240011.66,7051.56,141635.42,13135.27,123.04,653.89,7377.57,5135.65,244.39,16954.18,1317.41,1710.38,17223.7,8246.44,58920.2,122174.2,87372.49,104.12,648.11,13549.9,2079.73,5943.35,708.27,43362.08,27610.61,14631.02,14597.15,14597.15,32214.91,9641.6,196163.0,52920.2,37214.56,67149.06,41820.86,4630.29,156735.42,28626.68,288.65,50986.24,3140.18,117210.5,243008.16,1573466.17,158859.71,52490.33,35188.03,19862.72,13194.24,3218.29,14718.56,352637.27,3934.78,10375.79,2748.8,7097.77,3385.19,9895.31,8768.15,34625.62,4925.97,60001.51
DCXR,7550.48,438.46,7012.88,40208.09,488.97,31227.0,3160.11,5735.9,524.48,5262.52,1499.97,2179.52,8467.44,3044.91,20090.77,25301.7,893.08,404.29,388.08,29122.41,857.39,13690.28,490257.48,3811.9,23752.03,33783.26,12165.98,404.95,541169.97,271.34,115310.25,536059.69,325230.05,3270.21,7028.97,20965.72,1025.92,176373.31,32853.35,7119.54,3146.53,82252.45,5301.25,796.2,262102.21,2723.57,4412.8,6214.87,60156.51,274.29,86374.58,187.68,33285.93,7848.94,251518.09,4904.08,9809.15,5687.5,6427.99,186250.88,523.18,9323.72,100290.56,1459.46,961.5,289.54,1333.35,934.75,582.01,278.37,174811.58,5367.52,10159.2,33550.3,7440.09,33714.84,678.35,26146.93,22222.35,3324.44,1324.75,6371.58,112943.3,64375.58,8506.33,79973.79,1006.51,183892.92,7787.76,172052.26,10403.11,156.76,932.56,5174.28,4849.81,373.86,14749.29,1210.26,5730.77,20943.55,3396.19,60873.48,94754.06,105968.14,73.03,636.26,14841.64,1056.69,5790.53,676.39,68939.97,26698.88,16937.7,16906.82,16906.82,32662.31,7096.83,222623.44,45309.79,33550.2,60994.2,37755.73,3004.79,191249.83,28348.65,214.54,43303.83,3745.52,110938.95,267452.91,1466070.12,194536.35,51781.53,42206.72,26925.45,4896.29,3035.73,18235.19,364182.94,3308.27,9863.82,1939.23,8487.04,3124.85,9036.85,12477.39,41693.51,4959.88,61418.31
BOLA2B,8402.95,472.9,8368.8,43765.78,548.03,27234.96,3646.6,5786.38,535.21,5238.21,1608.86,2533.87,13048.04,3565.0,24582.72,25445.78,965.78,455.82,521.95,31482.72,942.91,14967.65,509338.74,4523.63,26796.72,39253.0,12546.16,457.6,593163.76,319.46,133258.82,550735.06,326099.0,3566.08,7441.39,21904.97,1360.42,179822.51,37562.51,7917.65,3549.1,92953.04,5504.42,860.59,260522.98,2554.73,5119.93,6080.91,58499.24,461.76,98441.02,215.01,31976.42,11854.57,225004.28,4906.95,10042.53,5834.39,6339.1,190092.53,590.3,10553.59,94022.56,1841.77,810.23,325.73,1323.24,2037.58,715.02,329.82,182072.99,5399.27,10838.95,36355.52,7363.58,36540.05,761.57,28937.12,24688.3,4167.8,1386.8,6354.91,130605.05,73363.21,10998.92,88762.89,1172.69,188746.54,8581.81,168817.78,13070.42,175.55,1175.91,5248.93,5134.05,430.77,13969.72,1366.82,6357.73,24354.31,4669.66,61176.92,92083.32,121369.71,63.62,658.52,20017.79,1049.63,5672.32,756.7,94450.69,29556.33,17496.52,17461.87,17461.87,32520.6,8244.16,242758.54,49509.14,36355.41,66974.97,41070.0,2877.76,195556.25,29764.53,196.55,46749.89,4394.76,107711.88,279536.38,1600502.61,214119.51,55551.33,47992.3,27720.71,7672.87,3353.83,21583.96,372835.28,3603.77,10645.8,1839.71,11254.59,3481.45,10172.37,15548.52,47415.69,5400.99,69328.91
THBS4,6021.54,398.76,8055.09,32645.7,504.39,34445.5,2190.29,5697.32,245.43,5320.49,2188.64,1260.81,7832.71,8478.51,28509.02,31094.11,929.33,416.28,327.87,32806.01,869.45,8171.04,502472.05,2412.18,47981.98,27527.7,12966.24,205.22,553310.21,271.42,116814.52,546176.84,330410.81,2942.56,6527.85,24312.87,907.87,208530.57,29574.94,6125.11,3514.78,87777.17,7427.93,812.31,258155.2,3155.07,4361.36,5119.97,55492.0,993.74,90835.02,124.93,39903.85,19606.65,253253.68,5088.47,7944.53,5829.82,8705.35,165231.35,326.55,5753.37,130169.96,2306.61,1260.14,315.39,2173.84,4004.2,533.39,284.81,199915.55,5711.67,5579.25,38704.83,6500.58,38873.38,649.61,29216.26,22406.34,3022.04,898.3,11594.01,114391.91,59112.85,7882.85,89632.3,1019.55,244483.64,7708.46,134721.62,11806.46,153.12,614.22,5570.08,5160.95,215.36,16126.93,1240.47,1502.1,20493.11,7552.88,59223.27,142136.62,82816.0,86.63,679.93,11581.79,1343.76,5993.08,649.07,28987.21,29782.17,13249.83,13218.21,13218.21,32106.95,7641.4,187229.94,51664.73,38704.74,66844.08,43009.46,4622.04,157707.9,28273.43,177.01,48918.48,1798.58,117462.69,261104.57,1505501.59,194439.02,58714.63,44482.0,22280.54,12791.13,2928.47,16845.05,376191.44,3461.6,9667.69,1867.41,9804.9,3158.03,9190.06,10797.67,43955.24,4441.62,66005.85
AMY2B,4273.58,252.69,6318.24,23755.71,445.55,33480.55,1341.77,5469.6,259.06,5128.41,988.88,1067.52,4463.36,2399.75,18322.08,26169.13,734.58,375.69,250.1,28892.46,759.29,8413.61,409556.5,2428.18,19066.47,24290.98,11487.53,179.83,509252.82,240.7,104099.7,445809.89,255186.85,2098.07,6142.77,23517.83,742.66,175433.19,29214.75,5346.28,1983.43,71761.48,6955.18,747.5,192858.74,3013.43,3929.41,4818.3,36566.23,230.26,76986.31,116.45,36971.14,7973.51,195368.99,5013.15,5590.92,5474.51,5962.77,120885.61,288.98,5441.5,103203.9,1555.66,1046.01,255.35,625.86,624.1,439.45,249.45,159057.15,5259.6,4636.29,33885.55,6573.51,34037.36,586.49,27259.45,20411.17,2832.56,809.18,6278.66,101914.37,49836.65,6086.5,76643.15,906.56,175720.81,6845.49,108856.52,4990.7,137.54,786.06,4958.94,4339.62,219.62,14277.49,1126.76,1847.01,18999.66,3243.29,42933.76,94330.91,69694.2,74.89,596.66,10214.81,384.62,5588.95,580.95,28292.93,27769.02,10696.25,10667.77,10667.77,29315.9,7911.58,145548.61,45614.48,33885.46,59399.55,37766.36,3053.65,125590.93,24950.91,203.09,41344.23,1522.07,100051.78,194046.38,1387978.95,168918.03,53356.76,39437.93,21626.02,3403.94,2642.53,15963.12,293821.78,3191.33,9843.66,1618.95,6769.54,2853.37,8770.63,9910.7,38964.36,2522.49,42617.79
GCH1,9238.77,332.71,7982.45,49693.27,579.93,35539.16,4111.97,6283.97,786.3,5530.43,1321.61,2938.96,12149.82,2937.11,22559.8,31764.88,907.26,484.67,723.99,36041.93,1002.44,17062.06,509073.38,5313.67,22548.5,45172.64,14702.41,572.01,612816.5,346.09,137087.97,533431.75,330123.19,4121.65,7685.83,25388.97,1325.66,184587.02,45857.43,9618.84,3156.45,94314.43,7118.85,1013.58,260348.22,3990.09,5605.6,6634.07,61718.51,291.29,99491.82,275.4,37806.43,7521.17,235826.5,5176.58,9876.62,5710.61,5935.04,192523.52,710.5,12788.9,100268.05,2596.41,1375.96,349.96,988.35,658.68,787.75,361.74,179829.1,6074.31,12539.73,41685.97,7341.69,41878.74,829.84,32744.14,25756.4,4260.54,1582.24,7042.88,134318.95,79625.11,11879.8,97393.53,1487.16,169737.65,8657.94,179464.47,13614.85,252.26,1302.7,6136.35,5868.13,611.17,17638.98,1465.51,8897.81,26384.2,3872.4,72123.93,99746.17,136265.43,79.17,731.08,21160.6,991.41,6103.01,803.52,102892.92,33390.53,22456.79,22420.61,22420.61,40051.81,11858.62,254400.53,53421.54,41685.86,73546.71,46607.56,3823.49,200896.56,35435.19,241.69,54967.91,6063.27,114997.13,278177.49,1647573.46,216916.41,57309.41,50296.59,34027.33,5083.04,3867.48,22393.75,368745.69,4130.53,16498.16,1655.59,11019.83,3661.95,13378.76,15802.83,49695.53,5904.07,76224.84
IL10RB,9667.63,1194.21,10381.13,46823.59,538.71,44933.78,4885.51,6313.81,555.42,5799.31,4102.06,2350.31,12752.24,11517.03,53741.31,43123.77,1225.93,436.18,596.95,43682.89,973.04,13241.61,618638.58,2889.47,86835.37,43492.32,15240.68,377.95,562032.47,298.23,128963.0,683376.61,446169.88,3880.07,7477.96,31540.86,2064.14,254355.58,41678.76,8463.06,4644.68,121919.89,9117.7,862.41,363128.9,4192.97,4870.76,6443.32,101604.88,2247.85,110478.64,201.54,50453.76,49453.77,336556.61,5100.94,14145.71,5905.83,12026.56,243479.15,501.75,9230.86,166560.12,2030.17,1877.84,351.95,2761.96,11625.47,708.71,319.38,283993.89,6315.57,9921.0,44989.75,7239.06,45162.03,708.08,35834.53,23083.27,3907.05,1179.63,16618.57,126490.2,99967.46,8816.21,105891.57,1333.34,319646.48,8573.44,202272.6,21309.6,210.7,1546.02,7159.4,5972.06,405.06,22109.37,1320.15,6774.44,22834.35,12952.53,88163.39,140946.23,119596.23,117.44,716.36,16996.1,2457.99,5742.67,689.54,70113.17,36412.52,24291.74,24259.41,24259.41,44341.3,11205.06,288838.76,71226.58,44989.65,73623.03,49385.18,7209.71,240114.79,38970.06,265.5,68136.41,5374.08,154576.09,355802.14,1529795.61,226796.26,71224.59,51267.03,31456.53,30856.49,3305.61,18654.42,491598.63,3766.17,15013.86,2600.13,10412.24,3258.45,13076.74,12704.34,50729.9,8105.32,99913.01
ITGB2,3968.27,174.98,6055.71,23547.46,420.2,33957.53,1284.48,5052.21,172.18,4773.57,883.07,969.39,4422.13,2407.15,18117.35,25319.82,749.54,350.89,228.52,28263.82,711.4,7531.59,431684.57,2604.89,17333.78,23715.57,12944.65,192.17,483615.69,224.6,115565.78,504863.26,276332.38,2262.83,5725.18,24385.27,677.1,210487.08,28469.81,3927.69,1656.98,82966.22,6230.01,682.91,203838.76,2769.41,3799.09,4611.6,31262.65,112.77,94285.93,108.72,38532.99,3185.5,216548.18,4977.22,6525.46,5049.87,7286.7,117794.4,294.94,4732.74,118835.43,831.11,1160.34,234.51,399.28,151.28,419.33,231.84,179596.07,3552.78,4609.34,35539.92,6983.21,35682.74,554.46,28907.35,19447.01,2993.1,797.67,6491.32,113508.49,49517.17,6467.12,73926.89,722.19,213394.67,8310.8,108263.53,3984.7,139.36,645.39,4894.01,4625.49,192.41,16110.54,1050.28,1177.5,20700.52,3198.85,48626.58,100807.13,71310.84,67.53,594.11,11078.21,239.91,4063.36,552.03,25956.06,29386.83,11454.99,11428.21,11428.21,28670.05,5885.06,172174.1,50317.1,35539.84,59655.0,39193.33,2911.39,123770.27,25906.64,135.83,40433.29,1279.96,113485.52,198399.33,1327534.39,194227.69,60213.67,46084.9,30178.71,2274.26,2461.22,19413.42,318501.7,2923.45,7277.01,1933.72,7254.52,2698.21,8430.92,11107.38,45638.43,2242.3,47872.33
CSF1R,2905.08,407.1,1890.87,4480.03,96.88,7211.26,1099.3,1481.09,114.77,1382.88,1215.8,488.33,1444.95,1938.37,6209.42,6348.23,1486.78,129.7,324.87,7202.65,108.67,213.01,68958.24,611.59,6963.69,6056.95,3741.1,53.61,98076.97,79.08,7680.11,83988.19,45199.19,650.55,197.89,5979.25,661.39,26898.89,3901.16,318.88,948.34,15333.5,2558.23,237.05,37107.75,1149.17,778.04,968.43,4701.64,161.8,10276.98,143.32,9240.04,3178.5,38801.17,144.24,5994.89,291.59,5968.09,18212.14,67.24,1108.43,24442.0,61.21,1333.64,66.65,2158.17,222.67,212.37,118.1,40491.08,145.09,1235.48,4383.08,7235.62,4401.81,76.11,5900.07,2996.49,1071.2,126.95,5093.07,7408.47,6817.05,1320.77,13494.09,530.5,61461.01,3804.97,17461.02,2713.73,269.14,200.6,2446.26,2772.37,143.57,4315.36,284.56,450.31,2543.93,3648.79,7042.33,25810.53,10204.27,250.69,723.31,4914.9,1437.84,190.91,117.48,3281.97,5963.07,3694.53,3691.02,3691.02,6262.43,1829.04,20442.61,13732.51,4383.07,7750.49,4864.97,1252.55,15154.09,5876.57,229.42,7412.15,357.41,20109.41,27464.27,278979.91,18635.05,23291.3,5256.05,5319.05,1003.46,721.46,2785.66,44534.81,779.31,2707.97,3491.77,2122.5,393.39,3667.26,1547.86,5197.26,585.74,4906.66
IL18RAP,3283.12,136.12,6547.86,33425.58,462.78,21748.82,1535.48,4839.72,192.77,4496.87,672.33,1164.79,6887.43,1730.26,15222.43,15535.35,639.06,395.39,239.36,21162.03,801.15,9729.74,417698.57,2381.88,17669.91,23641.95,10495.45,235.01,532158.63,256.02,121742.17,470663.16,250586.16,1763.64,4331.8,16276.58,673.61,141216.38,28852.17,3337.86,1987.25,84579.89,3212.88,710.18,201732.38,2065.42,4162.22,4677.19,43703.86,115.37,95778.6,124.5,25294.05,2987.27,179274.12,4810.19,4157.98,3427.1,3887.47,149023.39,351.89,6086.58,56473.99,849.05,435.14,241.89,257.28,83.75,473.5,264.63,161753.8,2794.48,6399.45,30596.59,7174.08,30759.14,632.19,21866.39,21734.5,3553.09,947.88,3611.48,119402.39,49568.79,9236.0,70497.56,687.47,133950.53,8503.77,134874.45,5014.04,107.47,662.52,4408.41,3851.56,202.09,11825.38,1168.28,1768.01,23753.36,1788.57,52045.51,89711.52,87584.91,36.17,520.93,11431.83,245.92,2764.89,638.17,39706.29,22411.9,10400.59,10370.09,10370.09,22599.31,4468.05,190220.27,37649.89,30596.49,57737.09,34752.81,1422.12,158345.01,21713.67,144.62,31451.18,1858.19,69858.98,227143.75,1451817.95,196408.6,45097.51,44858.62,29170.11,2488.12,2741.74,21333.01,289221.19,3013.45,6565.44,1655.37,9532.57,3033.42,7663.9,14095.65,44351.4,2291.93,61581.04
APOBEC3A,3234.32,176.94,7076.01,19302.22,502.89,20193.41,1301.63,4549.72,168.12,4163.74,793.93,1046.87,6506.97,2094.9,14688.41,17649.15,711.12,428.16,199.26,23529.46,846.79,6650.46,367461.79,2201.89,11008.52,17018.93,9775.09,215.84,569596.88,273.92,112937.54,390812.96,197292.78,1764.96,4777.24,15718.29,625.52,141480.36,25330.11,3233.68,2132.88,72622.59,3662.44,782.02,142056.94,2127.34,4448.1,3784.29,27062.39,130.72,83538.39,119.26,25660.84,3172.14,124306.14,4938.44,3813.22,4014.71,3804.93,89049.02,343.27,5041.74,62650.52,1204.87,500.16,265.68,503.85,176.52,495.5,281.63,143152.84,3142.59,4124.4,28694.62,6916.45,28871.92,675.75,21178.68,23377.21,3297.11,912.65,3532.69,110391.59,44766.05,8219.14,74585.26,708.38,125546.22,6815.19,78397.16,3389.5,109.9,663.2,4405.51,4133.44,185.27,10806.67,1263.29,839.93,20647.55,1777.26,40400.32,81984.04,67208.1,40.01,577.45,10079.52,341.88,3178.81,680.07,21937.39,21773.87,7123.02,7089.74,7089.74,20606.92,5050.38,139694.53,37485.78,28694.51,58128.88,33219.05,1828.98,99775.24,18919.26,117.69,31592.43,1248.88,68814.79,163866.93,1546652.84,179606.59,44240.1,41240.25,22698.36,2805.78,2855.24,18978.1,230757.11,3313.21,5269.9,1383.21,8373.78,3282.67,6483.64,12098.75,40686.98,1836.43,44111.0
TFF1,5883.41,701.86,8609.29,44181.53,562.16,40693.29,2330.63,5819.56,191.54,5351.29,2238.07,1619.68,10754.03,4560.06,32053.6,36323.03,1071.17,464.77,401.96,41969.49,941.28,9798.4,597588.84,2415.1,44386.7,38329.46,14331.38,229.28,604571.53,302.83,137536.88,657402.92,409192.64,3102.66,6752.82,30855.21,1193.51,234004.52,39533.18,5191.81,3273.26,100104.73,6692.67,903.7,330659.39,3430.3,4811.42,5228.14,67774.49,605.22,104809.49,129.59,45782.07,22119.84,306324.54,5028.27,7700.42,5882.78,7232.73,232266.45,366.16,6660.38,142424.32,2248.56,1226.46,337.06,1785.95,2957.73,652.34,314.0,240222.25,5662.25,7052.97,44335.18,6621.36,44525.72,735.64,37020.41,24846.51,4010.5,1050.45,8775.9,134798.64,75803.91,10364.66,101077.5,922.91,271568.97,9061.42,197575.97,8082.69,155.19,518.25,6087.33,5259.38,233.74,19499.4,1372.92,1732.54,25114.64,5917.9,83426.72,131783.93,127467.14,63.21,694.3,15949.61,1258.88,5906.11,738.79,45674.9,37659.61,15552.37,15516.58,15516.58,40988.72,7799.27,288043.92,62870.4,44335.07,75819.43,49199.57,4834.38,227317.59,34771.46,130.38,56683.54,1940.24,139999.67,334953.58,1637572.59,225666.55,70173.55,52581.03,32625.41,10419.17,3244.9,21025.73,459022.29,3849.0,11125.76,2111.56,11389.13,3537.79,10102.0,14037.77,51986.36,4812.81,85278.02
ND6,4603.42,130.33,7717.28,35666.9,550.06,20060.93,2161.98,4636.91,328.97,4183.67,617.45,1674.66,7995.85,1821.85,14539.78,14875.62,703.04,472.08,305.04,20178.92,932.18,12758.05,413213.7,3195.4,9782.55,30137.37,10554.74,366.72,611565.19,309.56,128733.13,439104.16,233481.93,2305.71,4440.07,13591.14,767.2,127682.87,30287.71,4195.63,2093.23,86561.73,3424.47,845.34,182279.01,2241.06,5001.03,4907.31,46401.36,140.72,98002.09,165.77,21622.65,2645.45,131039.51,4578.78,6018.43,3217.83,3433.6,140345.51,506.27,8618.98,44846.21,1163.87,415.18,283.47,229.11,85.95,587.14,321.42,151495.74,2796.27,8153.51,31249.34,7324.63,31443.57,770.61,20563.84,25571.63,3517.59,1305.1,3529.49,125942.19,56766.44,9439.69,79183.81,854.54,100224.87,7812.09,128146.19,7304.67,121.12,781.93,4706.09,4645.05,297.72,11437.16,1384.92,3471.51,23753.88,1650.77,46842.72,71735.81,107592.05,33.21,580.21,16351.9,348.53,2770.17,773.95,66925.76,21215.44,12424.33,12387.84,12387.84,23127.69,5887.78,202962.77,34006.74,31249.23,63306.39,36208.35,1581.68,153776.99,21913.56,128.76,32475.97,2952.82,64270.23,217264.37,1656105.16,200645.57,42264.89,45405.02,31503.73,3048.26,3179.13,21197.27,266339.68,3557.5,6922.47,1456.37,10176.89,3610.7,7823.2,14103.26,44798.85,4004.61,56760.51
